Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
XCross SansX,727413381941821481,,Posting .exe files even after being told to stop.,2020-07-01,
illuminaek,290117851657011201,,autism insult post,2020-07-02,
Mr. Blue,210434805664317440,,i do bitch,2020-07-03,
homer gamer,662427381088256017,,"Vapid spam, continued in roleban.",2020-07-05,
im Weird,729670114945007686,,"Rolebanned for a minor offense, made up a ridiculous lie to get out of it.",2020-07-06,
⋟ TORIEL,718757803547688991,,Attention-seeking drama queen,2020-07-06,
Jeff the Killer,722326189867532370,,"Posted art without credit and left (but didn't say ""I drew this"")",2020-07-06,
ISU-152-1,609405761273069568,,Racist meme.,2020-07-06,
mmrn,708473428184793088,,Venting and yelling I DON'T LIKE YOU at people,2020-07-07,
Pikachu,673000750519156744,,Posting bob/memecat copypastas,2020-07-07,
Duck,718181839411609610,,Sans did 9/11 joke in <#507736422556631040>,2020-07-07,
💎✨kyri_tuga✨💎,628208923345682463,,Posted ascii art right after being told not to.,2020-07-07,
Jotaro Kujo,712419367832518748,,Spurting derailing and vapid nonsense in the middle of conversations.,2020-07-08,
Mr.Squid,689463553542848582,,Fetishy comment in <#120330239996854274> about shoving live animals up his rectum.,2020-07-09,
jobyjem,392853383892959232,,Sassing Moderator,2020-07-10,
Shrek,620295936349962303,,"Spam, shitposts outside of trashcan, begging others for the UT soundtrack",2020-07-11,
Megalovania Jedi,490608900714921989,,Petty behaviour when asked to source art in <#148960889540837376>,2020-07-11,
Meme Machine,604003091741933588,,"r-slur in name, big image wall in artshare, said image wall contained references to NSFW activity",2020-07-14,
sans,716525257501966357,,Posting 'yeet' in several channels,2020-07-14,
The Nugget Artist,727422390942040075,,Derailing in newhome repeatedly,2020-07-14,
Spirgis,423106905326485505,,Told me to shut the fuck up via a meme in the wrong channel when asked to stop spamming.,2020-07-14,
QLS|Cacadipo,617083702081486849,,Ascii art even after being told not to post it.,2020-07-14,
THICC SHAGGY,654406462843519007,,Shitposting outside of trashcan,2020-07-15,
lord_catten,732390158917173339,,Screaming in VC.,2020-07-15,
IMMORTAL-MIKU,333795355118403586,,Consistently derailing conversations and consistently bringing up NSFW topics.,2020-07-16,Permanent ∞
Kingconnor39,552544926634737724,,Posted an absurdly racist meme.,2020-07-17,
JgAmER,731648904969322518,,dm ads,2020-07-17,
maomao gaming (idk edition),723977031519567884,,"Keeps saying they're bored every time they're rolebanned, uncooperative.",2020-07-18,
Aut-O-Mizer,732406354425413704,,Being deliberately toxic 'for fun'.,2020-07-19,
IᶰSᶦᵐᵖᶫᵉTᵉʳᵐˢJᵒʳᵈᵃᶰ,255882669991133184,,Kept an argument about the semantics of priacy and how streaming services restrict their creators going against everyone else's wishes,2020-07-19,
Glittchy The Glitch,678048115466567680,,NSFW memes.,2020-07-20,
X Mug,622847696214032423,,Slurs in video meme,2020-07-20,
skelestan,732953125299814442,,"Spam in newhome, claims ignorance of rules in defence.",2020-07-21,
blaze,585112951590092800,,Stirring up drama in <#324642291044057099>,2020-07-21,
Noxro_Dark,700829325087342663,,Pinging everyone after being told not to.,2020-07-22,
Aut-O-Mizer,732406354425413704,,"Constantly bringing up drama, to the point of trying to extend a roleban into newhome.",2020-07-22,
*•.¸♡ ʙᴇᴛᴇ ɴᴏɪʀᴇ ♡¸.•*,485855027802537991,,"posting a link to a granny porn site, then deleting it",2020-07-22,
vibro cantalejo,599824655401877527,,continued to post random emojis when told to stop,2020-07-22,
elliot,730502342918668290,,shilling their server,2020-07-22,
vibro cantalejo,599824655401877527,,advertising their server,2020-07-22,
EnderBrah,507595609436586002,,"Spam, failing to follow staff instructions",2020-07-22,
Noxro_Dark,700829325087342663,,Minimodding.,2020-07-22,
LGZ,361170818056847360,,Immediately earraped VC.,2020-07-22,
Glitchelon,730458597636702219,,emote spam,2020-07-22,
bigboispaghet,695974043030913037,,"Harassing a user, minimodding",2020-07-23,
Kris Dreemurr,728953656178769931,,"Failed to read chat, barged right in and said 'hello' like 6 times in 5 seconds.",2020-07-23,
NoFaceRen,516404965422399491,,Continually hoisting themselves even after being told not to multiple times.,2020-07-24,
0000000,516404965422399491,,Continuing to hoist self even after being given a warning.,2020-07-24,
MrPMyeeter,703995092452769853,,Spam on join,2020-07-24,
XenonEquinox__,725707905084424302,,Won't stop saying 'I like Sans' an absurd amount of times a day even after being told not to.,2020-07-24,
cursed man,483346293192916993,,racist meme,2020-07-24,
Citrus Sinensis,688377302639181826,,9/11 joke,2020-07-25,
SPICYBOI,708207695924297820,,shitpost in newhome after being told to take it to trashcan,2020-07-26,
Error sans,663565268148027401,,Slur in image because they 'didn't read the rules'.,2020-07-28,
RUNNIN,584464335418425426,,Noncompliant with the requests of staff,2020-07-28,
PheonixTheBox,700401088842694737,,Continuous use of Wingdings.,2020-07-30,
Sonicslayer12,738354049505689751,,micspam,2020-07-30,
Coolguy7755,737511815323451454,,Posting a scam link + server invite.,2020-07-31,
lucky03,739016601055133759,,"Trolling, baiting, and being uncooperative in roleban.",2020-08-02,
Mike Wazowski,732999302900744192,,"Disruptive behaviour in <#120330239996854274>, refused to take roleban seriously",2020-08-02,
pog,525477498822328330,,Derailling an actual conversation to talk about their piracy in newhome.,2020-08-02,
sarah,82303438955753472,,Ahegao in trashcan,2020-08-02,
pog,525477498822328330,,Posted meme with implied rape to Trashcan. Spamming memes repeatedly.,2020-08-02,
Mighty Chuck,335686105456312321,,Permanent warning for unban.,2020-08-02,
Postrockplays,735157279388598282,,Earraping VC 'for a dare'.,2020-08-02,
khaiworld,732244470971498617,,DMing multiple people unsolicited ads.,2020-08-03,
smolyoshino 💚,193789388034015232,,Appeal accepted.,2020-08-04,
michiru/shirou,729766049188282398,,shilled in DMs,2020-08-04,
cyandieslight,614531369779068939,,posting racist meme,2020-08-05,
Grumpy Cat.,726141576325103737,,Spam and derailed after being told to stop by staff,2020-08-05,
CatQueen,692137200854499429,,Polish in English-only server. derailing in VC,2020-08-05,
~ 𝒜𝓈𝓇𝒾𝑒𝓁 𝒟𝓇𝑒𝑒𝓂𝓊𝓇𝓇 ~,696003129485033562,,repeated server ads,2020-08-05,
DaPoopGoBruh,741471239452754030,,Nazi image.,2020-08-08,
NotAJevil,740474724215291914,,Everyone ping,2020-08-08,
Timofey,735812891604942869,,Might speak in russian in the VCs if he feels like it.,2020-08-08,
NootmareToast,720823383167729713,,Emoji spam,2020-08-08,
NootmareToast,720823383167729713,,More emoji spam,2020-08-08,
Cosmo ✌🏻,736861323924602921,,"Derailling, drama",2020-08-08,
Cosmo ✌🏻,736861323924602921,,"More drama in roleban, wouldn't calm down",2020-08-08,
Timofey,735812891604942869,,Smartass response when told to speak English,2020-08-09,
Paragon of Insinuation,529068559339487232,,Inflammatory/toxic behaviour/minimodding after being told to stop by staff.,2020-08-10,
Kamikaze,729107945228468224,,"NSFW twitter post in newhome, smartass when told to stop",2020-08-10,
Kamikaze,729107945228468224,,Emoji spam,2020-08-10,
levy yamamoto,575411381277425691,,Abuse of an exploit in YBF's delete police function.,2020-08-11,
sovazoo,367865706596925442,,Posting Miraculous Ladybug in a suggestive pose since it's funny that it exists,2020-08-11,
GASTER,635487322552401924,,Inappropriate comments about rape when told not to RP.,2020-08-12,
Your Generic Troll,620295936349962303,,Posted a shitpost featuring a person shooting up a school full of kindergarteners for liking a video game.,2020-08-13,
ea,634179407719956511,,"Troll-like behavior, NSFW emote",2020-08-13,
chara,594372933665947658,,Memes outside trashcan immediately after vapidposting,2020-08-14,
chara,594372933665947658,,Vapid singlecharacter post as their next message,2020-08-14,permanent ∞
~That_One_Retard_Dream_Sans~,704895120838885507,,Roleplaying/derailing,2020-08-14,
yandere papyrus,744594972136833075,,Repeated memes outside trashcan,2020-08-16,
Chesse,676188548172349448,,Emoji spam,2020-08-17,
Chesse,676188548172349448,,Emoji spam after being to stop by staff,2020-08-17,permanent ∞
Katy Brown,620950536346140723,,Everyone ping in <#148960889540837376>,2020-08-17,
XxYouTubeX,515991620722622514,,"Told to cease emoji spam, put in more emojis in roleban while 'kidding'.",2020-08-17,
XxYouTubeX,515991620722622514,,Further emoji spam in roleban.,2020-08-17,
XxYouTubeX,515991620722622514,,More emojis in roleban.,2020-08-17,
dark king LaNCeR,605177857261436928,,Posted low-res copy of the bee movie in Trashcan.,2020-08-17,
Sans The Skeleton,744949858133082204,,Continued to post emojis and spam after being told to stop by staff.,2020-08-17,
penis man,588361114954366980,,Emoji spam after being asked to stop by staff,2020-08-17,
Loaisayah,727521863491780618,,server shill + attempted @ everyone ping,2020-08-17,
chunnimob,743799336076443658,,Kept pinging people after being told to stop,2020-08-17,
razen908,590640724748271643,,Join and leave spam in VC because they were 'bored'.,2020-08-21,
Charles dankin berg,723241910407397491,,Posting suggestive memes in <#324642291044057099>,2020-08-21,
doomslayer,650828832252624907,,Slurs.,2020-08-22,
﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽,489454304835534849,,nsfw in newhome,2020-08-22,
BlueBuddy,660967440942891027,,Shitposting outside of <#324642291044057099>,2020-08-22,
Jevil,727653533511581758,,emote spam,2020-08-23,
𝓖𝓸𝓸𝓭_𝓘𝓷𝓽𝓮𝓷𝓽𝓲𝓸𝓷𝓼,723977724695150633,,ahegao thumbnail,2020-08-23,
Purple Guy,741430335912411196,,trying to blackmail staff while in roleban,2020-08-24,
funnyguy002,747287078051774515,,Rules lawyering. Rule 5 violation.,2020-08-24,
Gasty Boi,724752308579205181,,Spamming because they were bored.,2020-08-24,
Your Judgementor,705141062867484762,,Cropped porn.,2020-08-24,
WILDBAGEL,627404734688526356,,Trying to pass a blatant rip off of other people's art off as their own,2020-08-25,
Smellynuts,628354017013268503,,Posted memes outside of <#324642291044057099> after being told repeatedly not to post memes outside of <#324642291044057099>.,2020-08-26,
Smellynuts,628354017013268503,,Posted a video with suggestive/nsfw thumbnail.,2020-08-27,
jpdarkone,724373536466010234,,Vapid derails/shitposting,2020-08-27,
Smellynuts,628354017013268503,,Vapid derails/shitposting,2020-08-27,
jpdarkone,724373536466010234,,Repeated derails in newhome,2020-08-27,
unexplained,679448800644825092,,continued shitposting outside of trashcan even when told to do so,2020-08-27,
Not Tubular9,587817295825600513,,spamming invites to skibbl.io,2020-08-28,
apolo,680901571718021214,,slurs,2020-08-29,
ôoka,549673873671454720,,Slurs in <#120330239996854274>,2020-09-02,
ôoka,549673873671454720,,Fake slur bait after being warned for using slurs in newhome.,2020-09-02,
Da Pro,721106253874593793,,advertising,2020-09-03,
zzthezz5055,623233133612892162,,repeated derails with disgusting images,2020-09-04,
Liam,295775543478059010,,posted an image of someone's hair and claimed it was their vaginal bush,2020-09-04,
Lumbr,517031551553241112,,"everyone ping on join, soon left.",2020-09-05,
"Mine Gold, The Legend",667506351962062868,,emoji spam,2020-09-05,
💜🦊🖤D The Fox Girl🖤🦊💜,717155930571145238,,left server after being called out for not posting artist source,2020-09-05,
VHYDRA,705646935817584660,,everyone pings,2020-09-06,
FireFlufff,745052936727691395,,Posting random images in newhome,2020-09-06,
FireFlufff,745052936727691395,,Posted images of them threatening suicide,2020-09-07,
Henry StickMin,591366648594956306,,"posting the same video 4 times, then again when rolebanned",2020-09-08,
Adrenoy Koro,731851081713451049,,Left server after posting uncredited art,2020-09-08,
Tomm,555021419524653066,,Said to pirate Undertale 'just to see what would happen'.,2020-09-08,
Droll Magnum YT,710205071891103845,,speaking in binary and being a smart-ass when told binary and morse are not english languages,2020-09-09,
outerfrisk,699420914911150131,,"DM shilling, claimed ignorance of our rule 3.",2020-09-09,
ani🍡,256196489947250690,,"Emoji spam, persisted after being told to stop by staff",2020-09-09,permanent ∞
ani🍡,256196489947250690,,Persistant contempt when told to follow server rules.,2020-09-09,
Targon Studios,152503014215778304,,Attempted everyone ping.,2020-09-09,
Targon Studios,152503014215778304,,"Poor behaviour in roleban, made a big deal out of being unwilling to follow conversations before barging into them.",2020-09-09,
runa,687016205923778591,,"Inappropriate joke, argued it in roleban.",2020-09-09,
SirQcumber,421813295255781377,,repeatedly called people simps after being told to stop,2020-09-09,
sans.,750480190584651789,,RP as sans in a non-RP server,2020-09-09,
ghost of nelem,660755320003493898,,"Sent a vapid message in <#148960889540837376>, told them to keep it art related, threw a fit and not only clogged up art-share after being told to stop but continued to argue in <#616700765054042112>.",2020-09-10,
JESTER,623186605821263872,,“Spam.”,2020-09-10,
Pharaoh Tobin⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻,249494803811663873,,9/11 jokes,2020-09-11,
Aobtop,753559855855566888,,"Trolling, not taking roleban seriously, abusing quickdelete.",2020-09-12,
Floofy Floofer,746710028521701418,,Generally being a pain in the ass in roleban,2020-09-13,
Floofy Floofer,746710028521701418,,Spam in newhome,2020-09-13,
TheVoid,751915297287569420,,leaving/rejoining vc to spam notification sounds,2020-09-14,
strangrtimr,132214889463808000,,Trolling in chat,2020-09-14,
The Great Papyrus,752717530086375455,,Left server after posting art from google search,2020-09-14,
❄IceNinja1138❄,485932928988217354,,Posting art from google search without source,2020-09-14,
JasonHD,755136630746120312,,spamming emotes,2020-09-14,
LMGCrusader69,645356076279136256,,"Repeated rule violations (NSFW, spam) in Trashcan.",2020-09-15,
LMGCrusader69,645356076279136256,,Constant rules lawyering in roleban,2020-09-15,
Leonard Feuerstein,443493443201925131,,Posting jokes he just got in trouble for in roleban,2020-09-15,
LMGCrusader69,645356076279136256,,thinks using autism as an insult in any context is funny,2020-09-16,
Henry Stickmin,742818733222920342,,Breaking the rules just to spite mods.,2020-09-16,
💫Sans💫,493850825190539267,,"Piracy talk, doesn't understand what piracy is.",2020-09-16,
icefireboy,727563813519622184,,spam,2020-09-17,
"Frost-A057, 236th ODST Division",573968668728361000,,Rape Meme in trashcan,2020-09-17,
MjAnimations,684928839679344653,,posting text art of sans a minute after being told not to,2020-09-17,
noobie,714966739112165469,,kept posting ascii art even when asked to stop,2020-09-18,
jesus himself,736411519151243356,,Spamming to test out automod right after someone got banned for spamming,2020-09-18,
AJSlashkiller,570755393945468947,,spam,2020-09-18,
suicune,279772323865821185,,Attempting mass ping.,2020-09-19,
sp6cify on gogurt,468850500713054213,,Suicide emoji on join,2020-09-20,
Hexelectron,225988045839532033,,"Persistant rudeness towards staff in pings, etc. Has been informally told to stop multiple times.",2020-09-20,
Skypeerd,434520031854854144,,emote spam,2020-09-20,
Fujo,394520839543980033,,spam,2020-09-20,
GamerShark,744939864801411082,,ASCII chainmail spampost,2020-09-20,
DemonGod666,744938688475168789,,spam,2020-09-21,
The Ulti One,448223402646568960,,Text spam over multiple channels.,2020-09-21,
USERNAME,651789866194960385,,emote spam,2020-09-21,
《❤》Bree《❤》,501534088147107840,,Ascii art spam,2020-09-21,
friska,756614129858510979,,Harassing a user because boredom,2020-09-21,
K1ng K0bruh,715312500933132328,,that fucking shirtless frisk gif,2020-09-22,
Cuphead,389814479925280768,,scam server,2020-09-22,
craxxkedash [kirby original],724416723029065828,,"posted spam after being told not to, thinks it's pretty funny",2020-09-22,
Toby,693906037245345853,,Spamming emotes.,2020-09-22,
GLITCH,756937710866006136,,Roleplaying even after being told not to.,2020-09-22,
ralsei,758023915531665600,,Emote spam after being told to stop.,2020-09-22,
SaulChopard,728306955973558333,,Trying to spam 'e' for 'fun',2020-09-22,
Ryne Starlite,752080904524005377,,Repeated derails and spam,2020-09-23,
inverted_fate_sans,729428706224898069,,Roleplaying after being told to stop in newhome (Transferred from old account),2020-09-23,
Sebastian R.,349202102268067841,,RP/shitposting in art-share,2020-09-24,
dumb,715325855936675908,,death threats,2020-09-24,
licorice,302527676579840000,,transphobic rhetoric despite...also being trans?!?!? What,2020-09-24,
Killer!Sans,737759852113428504,,Stole art for a 'little joke'.,2020-09-24,
Zexocity,704181261786284142,,Usage of the r-slur,2020-09-24,
W.D Gaster,337364133802409986,,sustained roleplay after being asked to stop,2020-09-25,
W.D. Gaster,337364133802409986,,Derailing a serious conversation after being told to stop.,2020-09-25,
sta,410969934634418179,,rudeness to other users,2020-09-25,
Yuri,537996241246617632,,Jokes about lolis in a rather serious discussion about consent,2020-09-25,
C-D,365153090086633472,,Self-harm/Suicide 'jokes',2020-09-26,
C-D,365153090086633472,,Sass in roleban,2020-09-26,
An Unreasonable Amount of Bees,297519653566152705,,Repeated incidents of radical behaviour.,2020-09-26,
C-D,365153090086633472,,"Insults in newhome, threw a fit in roleban.",2020-09-26,
BTheM,228578881769046016,,Spam in newhome on join,2020-09-26,
SPICYBOI,708207695924297820,,slurs,2020-09-26,
SwigLez,712643277517488128,,racist meme,2020-09-27,
LemonLite,756837463720198146,,"Derails, inactive in roleban",2020-09-27,
Justin_Abraxy,752260219739963403,,Immaturely obstructing serious conversation.,2020-09-27,
Leilakhorror's,756217601197211688,,shitpost outside of trashcan,2020-09-27,
•birdtale sans•,741732373447704748,,"Pedophilic jokes, admitted they were trolling.",2020-09-27,
None,747384819519979590,,Chain spam in the middle of a convo in Newhome.,2020-09-28,
frisky.,745076659539148931,,contextless image posting in newhome,2020-09-28,
Hacker,706769147123728406,,"Everyone ping, absolutely pathetic excuse in roleban.",2020-09-28,
Crowned Car,471555652234510336,,Threw a fit in #newhome when told to stop role playing.,2020-09-28,
Something....,699877583864594522,,racist meme,2020-09-28,
Matt T.,474307896172216350,,repeatedly posting the same 'invisible' image,2020-09-28,
Smash Bond Over Mutant,755099526334906508,,"suggestive images in <#148960889540837376>, heavy venting accompanying",2020-09-29,
Jackpot,271078932973879327,,"Derails, minimodding.",2020-09-29,
stinkbaby,338642201057820673,,called staff a dumb bitch when asked to put shitposts in trashcan,2020-09-29,
stinkbaby,338642201057820673,,emotes after being told to stop,2020-09-29,
stinkbaby,338642201057820673,,pedo jokes,2020-09-29,
SwigLez,712643277517488128,,Failure to understand what's allowed in <#324642291044057099> even after several verbal warnings,2020-09-29,
Smash Bond Over Mutant,755099526334906508,,tried to start a discussion about sans penis in art share,2020-09-29,
Smash Bond Over Mutant,755099526334906508,,"Derailing, fit in roleban.",2020-09-29,
Amon,675610465417560064,,"Was told not to post random stuff in chat, was rolebanned, then decided random emojis were the way to go.",2020-09-30,
Amon,675610465417560064,,Attempted to try to advertise their group to me in roleban,2020-09-30,
K1ng K0bruh,715312500933132328,,9/11 memes in trashcan,2020-09-30,
Frikin Chara,596809700306321428,,repeated derails,2020-09-30,
Mr_7mada,732279414431285289,,joked about being FAR more underage than they really are,2020-10-01,
𝙲𝚕𝚘𝚟𝚎𝚛,708189569400569876,,Edgy sans sex jokes,2020-10-01,
SwigLez,712643277517488128,,spam,2020-10-01,
Campana di morte,522954501393743882,,"Abusing staff pings and accusing a random regular user of being an alt, all to troll.",2020-10-02,
🎃Spooky_Impostor👻,712396643294773290,,F spam,2020-10-03,
Itakashi,696240621844955136,,"Acting childish on purpose to annoy people, threw a fit in roleban.",2020-10-03,
Itakashi,696240621844955136,,Continuing with above.,2020-10-03,
FantômeACapuches,478993884509110292,,Needless everyone ping to announce that they were french.,2020-10-03,
erramora,752215387193475223,,Spamming after being tossed for spamming,2020-10-03,
erramora,752215387193475223,,nsfw and nazi shitposts,2020-10-03,
willbillman,679095905076379700,,Image flood in home,2020-10-05,permanent ∞
willbillman,679095905076379700,,"Emoji spam, not taking roleban seriously",2020-10-05,
SuperLincoln,693082380470321203,,advertising,2020-10-05,
Sans the Skeleton,670961455578742805,,Did not obey staff when told not to roleplay.,2020-10-06,
Sans the Skeleton,670961455578742805,,Intentionally stirring drama because he wasn't part of the topic,2020-10-06,
Sans the Skeleton,670961455578742805,,Derailled to ask people if he should die.,2020-10-06,
moist men,619150981476646952,,posted the same meme even after staff deleted it and it was incredible obvious that people didn't like it the first time,2020-10-06,
___,481534429060136961,,Spam and derails in newhome,2020-10-06,
T-R,606272883135610900,,Used the same slur again.,2020-10-06,
T-R,606272883135610900,,"Insufferable immaturity, rude in roleban.",2020-10-06,
helloitsme,756133904292773909,,General mic spamming,2020-10-07,
PinkHairedGirl,680614816796115033,,Posted one more emoji after being told to stop spamming them.,2020-10-07,
zachary1751,739219373847216239,,"Derailed despite knowing it was against the rules, consistent behavior.",2020-10-07,
Österreichisch-Ungarisches Reich,550364145762173012,,Posted an image of a cat being crushed by a car tire,2020-10-07,
BadLands,536938229421572100,,Continually derailing even after being told not to.,2020-10-09,
ultra instinct shaggy,613728756191985674,,Trolling and throwing a fit in roleban.,2020-10-09,
✧･ﾟ･ﾟglitz!･ﾟ･ﾟ✧,360771620400398337,,Continued minimodding.,2020-10-10,
Kermit the Frog,596809700306321428,,"Repeated spam and derails, less than a minute after being told not to by a mod, and days after Meagus told them off for the same.",2020-10-10,perma ∞
🍹GIVE ME THE KREEPS🔥,740308613108596856,,"Domestic abuse joke, throwing a fit.",2020-10-10,
Xx_Dani_xX,743923418042335269,,userbotting,2020-10-10,
pokemonburrito06,721424639514902560,,Borderline NSFW image in <#120330239996854274> with clear intentions for it to be such.,2020-10-11,
𝗣𝗿𝗼𝗳𝗲𝘀𝘀𝗼𝗿 𝗕𝗹𝗮𝗰𝗸,714501958211469432,,Suicide emoji,2020-10-11,
Live chicken dance facecam,765101896276639775,,quoting a message just to quote it moments after being told not to,2020-10-12,
Sans,765106003200835586,,Trying to ping @ everyone after being told not to try pinging everyone,2020-10-12,
✧･ﾟ･ﾟglitz!･ﾟ･ﾟ✧,360771620400398337,,told user to kill themselves,2020-10-12,
honkhonk,472951350699753492,,Posting the same tier list over and over,2020-10-12,
A&W,673934048598556682,,"Baiting chat by implying NSFW things and saying they hoped not to get banned for it, trolling.",2020-10-13,
Mr_7mada,732279414431285289,,piracy,2020-10-13,
THÈ PØRTÀŁ,738606827947950101,,shitposting in art-share after being told they have to credit the artist,2020-10-15,
nightmare X,765967450851246100,,Repeatedly disrupted chat.,2020-10-15,
Blitz,513857276197601280,,Intentionally skirting around the rules.,2020-10-15,
Blitz,513857276197601280,,Harassment and skirting the rules again.,2020-10-15,
Blitz,513857276197601280,,Asshole.,2020-10-15,
Nyan,742115105210105857,,nsfw in trashcan,2020-10-16,
Mr.PEB,734060166210650143,,"Everyone ping in server support, claimed it was an accident and their goal was to post memes there instead...",2020-10-16,
🎃vanessa🎃,660616486578028554,,Use of a custom or modified Discord client against Discord's Terms of Service.,2020-10-17,
Shutlap,467390210867462145,,"Rolebanned due to spam and typing 'quirks' in newhome advertising free robux, couldn't take me seriously in roleban.",2020-10-17,
Shutlap,467390210867462145,,Repeated derails.,2020-10-17,
Shutlap,467390210867462145,,"Derail in newhome, again, for a meme",2020-10-17,
icandrift,443804758302785536,,Here ping because 'they were in a rush' and wanted help with a boss fight,2020-10-17,
Turtle,697587799376789645,,Emoji spam until smol rolebanned them.,2020-10-17,
spook,716818958929362945,,fetish art in trashcan,2020-10-17,
~damn~,756771539600277574,,slurs,2020-10-18,
Isa - crKris - deltarune oc q>q,767211637844738050,,"Roleplay in newhome, refused to even look at the channel list.",2020-10-18,
Azada,278362757101780992,,Being smug about being rolebanned.,2020-10-18,
Huey,675465603804561447,,posted fake addresses when told to stop,2020-10-18,
Sturtle,526939400458993664,,Posted the same varient of the meme I told them not to post,2020-10-19,
✧･ﾟ･ﾟglitz!･ﾟ･ﾟ✧,360771620400398337,,NSFW topic instigator and pusher in home,2020-10-19,
Mihai🌚🌚,748599568664494153,,emote spam,2020-10-19,
meep the prince of azreth,767848190211784706,,constantly posting vapid messages and insulting various users.,2020-10-20,
kanna,575411381277425691,,hacker Chainpost,2020-10-21,
lol no,751915297287569420,,slur in meme,2020-10-21,
El Ingrid (enojao),694613938649694271,,NSFW,2020-10-23,
999 4 life,722918255932735500,,ASCII/Chainpost spam,2020-10-23,
Buzumzum,437444292076634142,,Unsolicited invite,2020-10-24,
polygone,259916981166145537,,emote spam,2020-10-24,
W.D. Gaster,337364133802409986,,Roleplaying in newhome,2020-10-25,
Natsuki From Team Fortress 2,648693444641947658,,Racist meme,2020-10-25,
Bink,662866014475649039,,"Constant derailing, unresponsive in roleban and then proceeding to be difficult in roleban.",2020-10-26,
Bink,662866014475649039,,Continued non-compliance in roleban.,2020-10-26,
DevoDude,442098633522020363,,Would not take roleban seriously,2020-10-26,
MAYonnaise,721299449028149318,,Continued talking about NSFW things after the NSFW conversation was shut down.,2020-10-27,
xGravity,234816208623370240,,"Implied an image was NSFW when it really wasnt, nearly got themselves banned",2020-10-27,
1 total idiot,669314322031312927,,Unsolicited invites in DMs.,2020-10-27,
Yandhi,512127336255324180,,Accidentally sent nude selfies in newhome,2020-10-28,
Yandhi,512127336255324180,,Making a mockery of above.,2020-10-28,
SpOoKy Brazy🤍,610474306497019934,,Shilling,2020-10-28,
Daryki,733115651408920587,,NSFW in trashcan,2020-10-28,
Mr Imp,759902751349669921,,DM shilling,2020-10-28,
spoopy kitsuneko,554727862528376833,,slurs,2020-10-28,
spoopy kitsuneko,554727862528376833,,not taking #muted seriously,2020-10-28,
mr.solar,724425356592939069,,mass pings,2020-10-29,
SpookySkaryYeeter,710255617578762262,,"The hacker copypasta, but again.",2020-10-29,
Squacke,597119638085566466,,"Incessant spam, derails, baiting users by pretending to use a slur.",2020-10-29,
semin2011,759381568400654337,,Bob spam,2020-10-29,
FakeDevv,706811728083681341,,inappropriate meme,2020-10-29,
Dum,770823771371864115,,xenophobic meme in trashcan,2020-10-30,
The End,747897420431753216,,Spam,2020-10-30,
Dum,770823771371864115,,Spam,2020-10-30,
Radical Dude,747897420431753216,,meme with slur,2020-10-30,
DARTGS,646429463231332353,,"N-word, defending use of the N-word. Hard r.",2020-10-31,
The Cuteeeee Sans,759065418081239061,,deliberately copying people's messages to be annoying,2020-11-01,
The Cuteeeee Sans,759065418081239061,,knowingly evading roleban using broken permissions to post in <#120331891185287171>,2020-11-01,
cat.,751215639158325339,,Use of spoilers to fake the n-word,2020-11-01,
Drizzleton,707440603553595492,,posting unrelated stuff in UT/DR discussion,2020-11-01,
Lazy Ketchup Fasty,661970968096538654,,Accused staff of racism when the US English Only rule was brought up,2020-11-01,
Natsuki from Team Fortress 2,648693444641947658,,cropped porn thumbnail,2020-11-01,
🌙🌕Midnight Melody🌕🌙,548657979243626498,,suggestive bait-and-switch image,2020-11-01,
KidWithTheHat,382635373932707841,,Repeatedly posting memes in general,2020-11-02,
Loading..,450179494821625856,,Micspam when told to stop,2020-11-02,
mikey.,634373504900268032,,Wall of text in Newhome maybe 30 seconds after I told another user not to do that.,2020-11-02,
poopyheadddd,748934071354130492,,Spammed pinged a user and then tried pinging (@)here,2020-11-02,
PopEgg132,772889970616565781,,shitposting in server-support,2020-11-02,
Angie the Paint person,768937837516685374,,"Roleplaying, posted gore",2020-11-02,
Ink Sans,753704959803129936,,suicide jokes,2020-11-03,
(★ink)  ♧Jevil♤,715690274311110720,,spam,2020-11-03,
Ink Sans,753704959803129936,,derailing newhome,2020-11-04,
NasptaBlook,670206026766745610,,Spam.,2020-11-04,
tem,711220567134568530,,Spam,2020-11-04,
Sans,658855847790772234,,NSFW picture in general,2020-11-04,
tem,711220567134568530,,Shitposting outside of <#324642291044057099>,2020-11-05,
Dog,448855186409127937,,derailing in newhome,2020-11-05,
Otets_APX,262045750081355787,,shilling,2020-11-05,
Sariel,731875670606479491,,spoke russian in newhome,2020-11-05,
Leaf Soup,689605330312757341,,suggestive image in trashcan,2020-11-05,
bee!,404515185085382656,,Continued Wingdings after being told to stop.,2020-11-05,
Vaka,210096516994564096,,Quickdeleted even when I said not to,2020-11-05,
yeetusdeleetusdatfeetus,764241217998553089,,Posted...the rules in flowerbed? after being told not to spam,2020-11-06,
[AFK] UwU GASTER,627676427298406431,,"Roleplaying, telling people to kill his son",2020-11-06,
