Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
Shadow87,762722828213813268,,Spammed but forgot because they were talking to a friend?,2020-11-07,
Shadow87,762722828213813268,,"Stirred up drama around their previous roleban in Newhome, abused spoiler tags and disruptive behaviour.",2020-11-07,
Atari,610323080132427785,,hoisting after being told not to,2020-11-07,
sans underman,514979115263197194,,Suggestive shitposting in trashcan,2020-11-07,
Undertalefan11,775089433715277846,,inappropriate memes in home,2020-11-08,
Melody.,568438868139966464,,"Off-topic, sexually suggestive comments in newhome",2020-11-09,
Come To Daddy,614619785090826257,,"Trolling, NSFW.",2020-11-09,
frogio | anti nub,550354810839367710,,Invited trolls,2020-11-09,
Mini Pink,746397816489771038,,"Purposefully wanting to get tossed, spammed, Invited trolls",2020-11-10,
FishingARO,288120583684751360,,"Creepy ship and borderline pedophilic, problematic defenses in roleban.",2020-11-11,
bigboispaghet,695974043030913037,,"Charged, NSFW derailing in newhome",2020-11-11,
ScytheOfTheUnholy,329328217838059521,,Tried to say that lolicon was legal,2020-11-11,
iratepirate42069,607915195158757386,,inappropriate meme spam,2020-11-11,
blackknight69,776023970457583637,,spam,2020-11-11,
Dr4gonWGF,704728321560412352,,unsolicited invite in DMs,2020-11-11,
codethefox,772528577635287051,,spam,2020-11-12,
Somegamerhere,371326873730416641,,Posted a gif of someone getting a foot up their ass,2020-11-13,
Ecchi-2-3,229710691702013962,,NSFW music,2020-11-13,
Edeltian_HR,514170771329777684,,Sexual predation,2020-11-13,
Nikocado Avacado,673368623280029719,,derail in newhome,2020-11-14,
SpoopyGamerPro,548264697678528512,,spamming in newhome,2020-11-14,
Ink Sans,753704959803129936,,Repeated memes in newhome during discussion.,2020-11-15,
Hendex,486595937016348673,,"Trolling behaviour, holier-than-thou attitude in Newhome after being told to stop multiple times.",2020-11-15,
Hendex,486595937016348673,,Tragic lack of understanding of when to stop talking and stop repeating mistakes I'm warning them for.,2020-11-15,
Sid from Ice Age,644787934209376267,,Derailling/trolling in Newhome,2020-11-16,
Retrowave,492771461228920846,,homophobic meme,2020-11-17,
Retrowave,492771461228920846,,ableist meme,2020-11-17,
Darby,756006074083049532,,Continued NSFW discussion,2020-11-17,
Darby,756006074083049532,,Continued to do the above.,2020-11-17,Perma ∞
Flowey The Flower,487222363348402176,,bot spam in newhome,2020-11-17,
Fried-Paper,714645150873157692,,Roleplaying in newhome,2020-11-17,
Fried-Paper,714645150873157692,,Continued to roleplay,2020-11-17,perma ∞
Villain Urakaka,546759221513814052,,NSFW tenor link,2020-11-17,
Wilford Warfstache,765836748315033651,,derailing in newhome,2020-11-18,
RxtFlxm,469944949245345802,,abusing YBF quick delete,2020-11-18,
underswopsans12,698355896404803664,,"Everyone ping, Spam in Newhome.",2020-11-18,
shadyyyy,778401177284116541,,Spam.,2020-11-19,
Trixel,443969274009092097,,Attempted everyone ping.,2020-11-19,
SuperLincoln,693082380470321203,,suspicious link in newhome,2020-11-19,
Hexelectron,225988045839532033,,Continuous minimodding even after being told multiple times to stop,2020-11-20,permanent ∞
🕈📬👎 ☝✌💧❄☜☼,757686801724080259,,DM Advertisement. Perma for repeat offense.,2020-11-20,perma ∞
Daft,778221654442639370,,Slur.,2020-11-20,
Rainlex,699337949330014220,,Chainpost in newhome,2020-11-20,
gigi laveur,759393778372444170,,spam,2020-11-21,
Hotdog,768569781992423444,,sexually charged emojis in <#194627177013182465>,2020-11-21,
CocaCola,712463918014005299,,"NSFW memes, chat flood",2020-11-22,
AnastasiaSpace,699315266592702504,,sharing uncredited art,2020-11-22,
W. D. GASTER,732982584585224244,,Insisting on RPing.,2020-11-22,
smiggums,775577388280446976,,Invited troll to server,2020-11-23,
Killa,736236717811564615,,"Falsified their age as a joke, nearly got themselves kicked for being underage",2020-11-23,
simply-demonic,633016054687203348,,Softcore porn in newhome.,2020-11-23,
simply-demonic,633016054687203348,,Trolling.,2020-11-23,
simply-demonic,633016054687203348,,PFP of NSFW involving a child.,2020-11-23,
useless,771977702106071081,,"Didn't make a school SHOOTING joke, made a school STABBING joke, because that's more appropriate.",2020-11-24,
pineapple,769411118036025346,,N-word joke,2020-11-24,
3O9XT,703845966968783069,,Advocating piracy in the general channels.,2020-11-24,
Comrade I Hack Hackers ඞ,655776182486433793,,spam,2020-11-24,
Mr.Tachanka,223216134801850369,,Use of slurs,2020-11-25,
Rio,619983201963868180,,"Flaming in <#507736422556631040>, calling others cringe, called me cringe when told to stop",2020-11-25,
Mad Mario,742831791353888903,,pinging staff for nothing,2020-11-25,
Jevil CEO of chaos,617427001233637389,,derailing/rp in newhome,2020-11-25,
𝑷𝒂𝒕𝒐 𝒑𝒂𝒄𝒊𝒇𝒊𝒄𝒐,780921703508869130,,Spamming 'quack' as an act of RP and spam.,2020-11-25,
sans the skeleton,744579680170016818,,rp in newhome,2020-11-25,
Mr.Michael,456118341963087903,,emote spam,2020-11-25,
LenRad_,771660773268652042,,server invite spam,2020-11-26,
Mighty Chuck,335686105456312321,,Repeated minimodding and absurd accusations.,2020-11-26,
Green Cyndaquil,698167962514882610,,Harassing other users for age after already recently being told not to minimod.,2020-11-26,
CBT gaming,716721876868661298,,"Harassing users for their ages, minimodding, and laughing at someone else for getting a warning.",2020-11-26,
Mighty Chuck,335686105456312321,,Mocking another user for their warning minutes after receiving one for a similar offense.,2020-11-26,
Mr.Michael,456118341963087903,,Pedoshit in <#194627177013182465>,2020-11-27,
Geno,564158252602884097,,"Rule 1 violation, shitposting outside of <#324642291044057099> and *bragging about it??? Really?*",2020-11-27,
perfectnickname,701872092286681190,,"Rule 1 violation, shitposting outside of <#324642291044057099> and *bragging about it??? Really?*",2020-11-27,
Admad81,759277036496879637,,"not taking roleban seriously, being unnecessary rude",2020-11-27,
annoying dog,689115840179601455,,spam,2020-11-27,
Fabraino kun,840359336970289152,,meme with ahegao face,2020-11-28,
minhdeptrai123,780009994010624000,,spamming 'bruh',2020-11-28,
The New Kid,627106721000718356,,nsfw video clip in trashcan,2020-11-29,
SamuelTheSammy,401171923125534720,,Attempting to bypass delete police,2020-11-29,
ZAPking-,294540338624987146,,"Copied art without changing it, refused to credit author",2020-11-29,
AlaskaAurora,688436229384962163,,advertising in DMs,2020-11-29,
Dr Strangle,776539027649986600,,uncredited traced art,2020-11-29,
freario. of the freario bros,758334637121863710,,Contributing to chaos in a channel,2020-11-30,
IT WAS GRILLBY,773400594182307871,,Contributing to chaos in a channel,2020-11-30,
iTachi,740521987398565979,,"Everyone ping, slurs",2020-11-30,
Mad Mario,742831791353888903,,derailing in newhome,2020-11-30,
Ҝ丨ㄥㄥ乇尺,732161944135532597,,constant derailing,2020-11-30,
undertaler,755428169896427650,,wall of text spam,2020-11-30,
MayoCult,325213007242067970,,Posted mp4 containing slur in trashcan,2020-11-30,
SansTheSkeleton,759468301436583966,,Continued roleplay after being told to stop,2020-12-01,
Cuber stan account,314401184490192896,,shitposts outside of trashcan,2020-12-01,
cheeseburgur306,730229464054890519,,spam,2020-12-01,
Christmas stephen,563735689062121492,,"derailing, being a smartass about it",2020-12-02,
Tophat Mate,758638307567075329,,"posting walls of emojis, posting random emojis in several channels",2020-12-02,
✨Fxxies✨,719601079410753647,,Derailing after being told not to.,2020-12-02,
EBB,743916620090572862,,Impersonating.,2020-12-02,
jrcandamc,339521754861142016,,emote spam,2020-12-03,
Kopffen Ündenschleider,783958028843089981,,Suggestive posts outside of the 18+ channels,2020-12-03,
BelovedLion,780975301161123880,,spam,2020-12-04,
Bread,691958956850937886,,derailing in newhome,2020-12-05,
Mr.Michael,456118341963087903,,Posted cropped porn with a suicide joke in the corner,2020-12-05,
Vector,339509329663098903,,Showing full Undertale porn in <#506854523818475531> and calling it cringe,2020-12-05,
ScytheOfTheUnholy,329328217838059521,,Tentacle porn in trashcan,2020-12-05,
W.D. Gaster,435613398798172171,,Wingdings spam in newhome,2020-12-06,
KrisUwU,523406476442861568,,server advertising,2020-12-07,
Sasgor2005,424322395587739658,,spam,2020-12-07,
нiѕσkα ⚜💘,411692899860873236,,refusing to read the rules untill they were tossed,2020-12-08,
нiѕσkα ⚜💘,411692899860873236,,Piracy talk in Newhome.,2020-12-08,
MayoCult,325213007242067970,,suicide joke,2020-12-08,
---,423772005255610368,,suicide copypasta spam over multiple servers,2020-12-08,
SuperMarioBros27/Dusty Sans,776098692821286963,,derailing in newhome,2020-12-08,
Some Raccoon,712654360391188491,,NSFW meme,2020-12-08,
Quin,771942291707133992,,inappropriate meme in newhome,2020-12-08,
Some Raccoon,712654360391188491,,Spam,2020-12-08,
Some Raccoon,712654360391188491,,Repeated dead chat comments in Newhome,2020-12-08,
DomonicX,743849715820658698,,"Sending users NSFW, using a NSFW avatar",2020-12-08,
Juan the horse,774171052992626728,,NSFW in trashcan,2020-12-09,
eggg,755991622420004984,,spamming egg,2020-12-09,
CalmBubbles,687241986431909889,,dragging drama in DMs into the server,2020-12-09,
Dumb1,700165472028590181,,transphobic slur,2020-12-09,
YAHIAISRH,686655073052262464,,continually using <#506854523818475531> for off-topic chatter,2020-12-09,
Evilman,742118768851025960,,spam,2020-12-10,
Chewie,725371324914073600,,everyone ping,2020-12-10,
Soap Mactavish,719909725109616661,,memes in newhome,2020-12-10,
the murder...,784746711003168788,,spam in newhome,2020-12-10,
Soap Mactavish,719909725109616661,,image spam in newhome,2020-12-10,
Fabraino kun,840359336970289152,,everyone ping,2020-12-11,
∤HEYA IM SANS∤,507606693849464833,,Continued to roleplay after being asked to stop,2020-12-13,
Marshmello,150401007711420417,,"Dragging drama out into the generals, creepy statements about 'lolis'.",2020-12-14,
Acey,570777319589937183,,NSFW meme,2020-12-14,
Drizzle,707440603553595492,,homophobic meme,2020-12-14,
StoryShift!Chara,532699835900493834,,trolling in newhome,2020-12-15,
StoryShift!Chara,532699835900493834,,refusing to comply in roleban/own up to their own actions,2020-12-15,
TheRealCube555,633422175671549962,,unsolicited DMs to multiple users,2020-12-15,
TheRealCube555,633422175671549962,,piracy talk,2020-12-15,
Yesbas_Boi,783559275975934002,,Continued to roleplay after being told to stop by staff.,2020-12-15,
Alm gaming,423870107199078422,,Excessively pinging me and then being dramatic about it outside of roleban when formally asked to stop.,2020-12-15,
ink,703530171394686997,,Suicide/piracy-advocating meme,2020-12-17,
Shitass,544943571162365962,,"Repeated derailling, indifference to server rules.",2020-12-18,
ABYSS,704434176761266186,,Continually posting unsourced art in <#771928154209386516>,2020-12-18,
Gaster,772187066258685973,,wingdings spam,2020-12-18,
Dolphoshark,775734762655973406,,Wingding spam,2020-12-18,
Danielplayz,661774353624727558,,spam in home,2020-12-18,
chriss,598659470205386752,,Suicidal message on join,2020-12-18,
Muzlu Tavuk,789380902279053345,,spam,2020-12-19,
somnium,789508163426189333,,shilling in DMs,2020-12-19,
Pharaoh Tobin⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻,249494803811663873,,"Continued harassment, borderline racism",2020-12-21,
👉 Grexo 👈,320125987410935809,,"Inappropriate behavior in general, in the form of discussing their sex drive.",2020-12-22,
misqqo,746624070849921065,,spam in newhome,2020-12-23,
SansMain,791102776243126302,,spam,2020-12-23,
bobDahog,736008397131874394,,Repeated everyone pings,2020-12-23,
themans,791410490085212160,,Toeing the line constantly on terrible topics like nazism.,2020-12-23,
Byakuya's Ass™,791453334732668938,,"Continued uncomfortable sexual comments, when confronted the reply was another uncomfortable sexual comment.",2020-12-24,
spy CAT,762860407618535426,,Sexually suggestive shitposts in <#120330239996854274>,2020-12-24,
(potato) uɐɯɹǝqop ǝɥʇ uɐʇᴉʇ-chan,702244158223679631,,Saying 'kys' and consistently refusing to stay on topic.,2020-12-24,
Ben Shapiro,691958956850937886,,Troll,2020-12-25,
♡サタン♡,621138700205555722,,pinged everyone because they're them,2020-12-25,
Fred?,762860407618535426,,Enticing users to go to a gore/shock site,2020-12-25,
ㆍㆍ,729428706224898069,,Trolling and shitposting in <#120330239996854274>.,2020-12-25,
gachadavien0,779606927360393237,,rp in newhome,2020-12-26,
Dust!Sans.,690783411006210109,,random emotes in home,2020-12-26,
"Darth Valtr, El Cruel",491340863893667851,,nazi flag emote in newhome,2020-12-26,
pablo.ecskobar.2007,425994105966034945,,"Speaking a foreign language after being told not to, derailing, NSFW text.",2020-12-26,
Dabloxel,239912299693867009,,Derailing.,2020-12-26,
cheezewheel,616703512423956536,,Emote spam after staff said not to spam emotes.,2020-12-27,
Asriel,748791105545306123,,N word in vc.,2020-12-27,
☝♋⬧⧫♏❒,703389194986192936,,Continuing to set their name to unmentionable after their nickname was reset.,2020-12-28,
Tem,577996922682605579,,RP after being told to stop.,2020-12-28,
Tem,577996922682605579,,CONTINUED RP after being told to stop.,2020-12-28,
Sans,784236650523131924,,Rape jokes in <#324642291044057099>.,2020-12-29,
Mr.Squid,689463553542848582,,Slur baiting.,2020-12-29,
Timothy Douglass,747712713341403168,,Derailing because he THOUGHT he was breaking the rules and wanted to test the theory.,2020-12-30,
Mr.Squid,689463553542848582,,posting memes in newhome,2020-12-30,
Sans,761846684804055051,,Roleplaying even when told not to,2020-12-30,
Temmie!,761846684804055051,,Roleplaying after being told to stop.,2020-12-31,
🖤Fxxies🖤,719601079410753647,,"Derailing AGAIN, saying they don't know how not to derail when told not to.",2020-12-31,
Pikuseru,484618711618027541,,"anti-LGBT/NB/Transphobic rhetoric (only 2 genders, attack helicopter, etc)",2020-12-31,
᲼᲼᲼᲼᲼᲼,718823942034423859,,Setting themselves back to an unmentionable name to spite who gave them a mentionable name.,2021-01-01,
᲼᲼᲼᲼᲼᲼,718823942034423859,,Threatening to find a meme to post in <#120330239996854274> while a conversation was ongoing and after being told not to.,2021-01-01,
᲼᲼᲼᲼᲼᲼,718823942034423859,,Setting themselves back to an unmentionable name to spite who gave them a mentionable name. Again.,2021-01-01,
TitanGames,437838203899346954,,everyone ping with bob spam,2021-01-01,
𝓗𝓘𝓣𝓒𝓞,410860917257928705,,emote spam,2021-01-01,
saturn,240633294616526851,,spam,2021-01-01,
violenttranny,636778446437220363,,the lyrics to Hey Ya by Outkast,2021-01-02,
Shadow.,724285252834557992,,emote spam,2021-01-02,
Tohru,617427001233637389,,School shooting joke,2021-01-02,
FriskGenocide95,794606690325757953,,"Found a random .exe in a random server, began to distribute it in newhome. When told to post a link to the original page, they began to post the .exe in people's DMs.",2021-01-02,
Pseunition,561343657374908435,,Intentionally starting arguments and fights,2021-01-03,
